,,,,,,,,,,,,,,,,,,,,,,,482.3255,0.5987,,,,"1,500.00"
Game_Index,Date,Team A,Team B,Game_No_A,Game_No_B,H_Status_A,H_Status_B,Goals_A,Goals_B,Win_Type,Att,LoG,Result_A,Result_B,Ladder_Pts_A,Ladder_Pts_B,Smoothed Result A,Rating A,Rating B,Actual,Expected,Diff,Sq Diff,Correct,,,Team A,Rating
64,13/10/2018,Montreal Canadiens,Pittsburgh Penguins,4,4,1,0,4,3,SO,21302,3:23:00,1,0,2,1,0.8295,"1,522.17","1,530.65",0.8295,0.4878,0.3417,0.1168,0,,,,
65,13/10/2018,New York Islanders,Nashville Predators,4,5,0,1,2,5,-,17208,2:34:00,0,1,0,2,0.0064,"1,549.74","1,548.34",0.0064,0.5020,-0.4956,0.2456,0,,,,
65,13/10/2018,Nashville Predators,New York Islanders,5,4,1,0,5,2,-,17208,2:34:00,1,0,2,0,0.9936,"1,548.34","1,549.74",0.9936,0.4980,0.4956,0.2456,0,,,,
66,13/10/2018,Edmonton Oilers,New York Rangers,3,5,0,1,2,1,-,17085,2:24:00,1,0,2,0,0.9784,"1,451.41","1,438.36",0.9784,0.5188,0.4596,0.2112,1,,,,
66,13/10/2018,New York Rangers,Edmonton Oilers,5,3,1,0,1,2,-,17085,2:24:00,0,1,0,2,0.0216,"1,438.36","1,451.41",0.0216,0.4812,-0.4596,0.2112,1,,,,
67,13/10/2018,Los Angeles Kings,Ottawa Senators,5,5,0,1,1,5,-,15355,2:29:00,0,1,0,2,0.0001,"1,420.59","1,416.01",0.0001,0.5066,-0.5064,0.2565,0,,,,
67,13/10/2018,Ottawa Senators,Los Angeles Kings,5,5,1,0,5,1,-,15355,2:29:00,1,0,2,0,0.9999,"1,416.01","1,420.59",0.9999,0.4934,0.5064,0.2565,0,,,,
68,13/10/2018,Vegas Golden Knights,Philadelphia Flyers,6,5,0,1,1,0,-,19067,2:19:00,1,0,2,0,1.0000,"1,512.01","1,471.12",1.0000,0.5586,0.4414,0.1949,1,,,,
68,13/10/2018,Philadelphia Flyers,Vegas Golden Knights,5,6,1,0,0,1,-,19067,2:19:00,0,1,0,2,0.0000,"1,471.12","1,512.01",0.0000,0.4414,-0.4414,0.1949,1,,,,
69,13/10/2018,Columbus Blue Jackets,Tampa Bay Lightning,5,3,0,1,2,8,-,19092,2:36:00,0,1,0,2,0.0005,"1,542.45","1,659.32",0.0005,0.3379,-0.3374,0.1138,1,,,,
69,13/10/2018,Tampa Bay Lightning,Columbus Blue Jackets,3,5,1,0,8,2,-,19092,2:36:00,1,0,2,0,0.9995,"1,659.32","1,542.45",0.9995,0.6621,0.3374,0.1138,1,,,,
70,13/10/2018,Toronto Maple Leafs,Washington Capitals,6,5,0,1,4,2,-,18506,2:21:00,1,0,2,0,0.9784,"1,538.89","1,552.63",0.9784,0.4802,0.4982,0.2482,0,,,,
70,13/10/2018,Washington Capitals,Toronto Maple Leafs,5,6,1,0,2,4,-,18506,2:21:00,0,1,0,2,0.0216,"1,552.63","1,538.89",0.0216,0.5198,-0.4982,0.2482,0,,,,
71,14/10/2018,San Jose Sharks,New Jersey Devils,6,3,0,1,2,3,-,13809,2:35:00,0,1,0,2,0.0971,"1,534.08","1,428.84",0.0971,0.6470,-0.5499,0.3024,0,,,,
71,14/10/2018,New Jersey Devils,San Jose Sharks,3,6,1,0,3,2,-,13809,2:35:00,1,0,2,0,0.9029,"1,428.84","1,534.08",0.9029,0.3530,0.5499,0.3024,0,,,,
72,14/10/2018,Anaheim Ducks,St. Louis Blues,6,5,0,1,3,2,-,16562,2:36:00,1,0,2,0,0.9029,"1,443.15","1,535.37",0.9029,0.3703,0.5326,0.2837,0,,,,
72,14/10/2018,St. Louis Blues,Anaheim Ducks,5,6,1,0,2,3,-,16562,2:36:00,0,1,0,2,0.0971,"1,535.37","1,443.15",0.0971,0.6297,-0.5326,0.2837,0,,,,
73,14/10/2018,Carolina Hurricanes,Winnipeg Jets,6,5,0,1,1,3,-,15321,2:33:00,0,1,0,2,0.0024,"1,535.26","1,535.38",0.0024,0.4998,-0.4974,0.2475,1,,,,
73,14/10/2018,Winnipeg Jets,Carolina Hurricanes,5,6,1,0,3,1,-,15321,2:33:00,1,0,2,0,0.9976,"1,535.38","1,535.26",0.9976,0.5002,0.4974,0.2475,1,,,,
74,15/10/2018,Detroit Red Wings,Montreal Canadiens,6,5,0,1,3,7,-,20323,2:40:00,0,1,0,2,0.0094,"1,433.41","1,522.17",0.0094,0.3750,-0.3656,0.1337,1,,,,
74,15/10/2018,Montreal Canadiens,Detroit Red Wings,5,6,1,0,7,3,-,20323,2:40:00,1,0,2,0,0.9906,"1,522.17","1,433.41",0.9906,0.6250,0.3656,0.1337,1,,,,
75,15/10/2018,Minnesota Wild,Nashville Predators,5,6,0,1,2,4,-,17165,2:32:00,0,1,0,2,0.0216,"1,467.06","1,548.34",0.0216,0.3851,-0.3635,0.1321,1,,,,
75,15/10/2018,Nashville Predators,Minnesota Wild,6,5,1,0,4,2,-,17165,2:32:00,1,0,2,0,0.9784,"1,548.34","1,467.06",0.9784,0.6149,0.3635,0.1321,1,,,,
76,15/10/2018,Dallas Stars,Ottawa Senators,5,6,0,1,1,4,-,12358,2:30:00,0,1,0,2,0.0005,"1,513.26","1,416.01",0.0005,0.6364,-0.6359,0.4044,0,,,,
76,15/10/2018,Ottawa Senators,Dallas Stars,6,5,1,0,4,1,-,12358,2:30:00,1,0,2,0,0.9995,"1,416.01","1,513.26",0.9995,0.3636,0.6359,0.4044,0,,,,
77,15/10/2018,Los Angeles Kings,Toronto Maple Leafs,6,7,0,1,1,4,-,19429,2:25:00,0,1,0,2,0.0005,"1,420.59","1,538.89",0.0005,0.3360,-0.3356,0.1126,1,,,,
77,15/10/2018,Toronto Maple Leafs,Los Angeles Kings,7,6,1,0,4,1,-,19429,2:25:00,1,0,2,0,0.9995,"1,538.89","1,420.59",0.9995,0.6640,0.3356,0.1126,1,,,,
78,16/10/2018,Arizona Coyotes,Minnesota Wild,5,6,0,1,1,2,-,18795,2:35:00,0,1,0,2,0.0216,"1,474.89","1,467.06",0.0216,0.5113,-0.4896,0.2398,0,,,,
78,16/10/2018,Minnesota Wild,Arizona Coyotes,6,5,1,0,2,1,-,18795,2:35:00,1,0,2,0,0.9784,"1,467.06","1,474.89",0.9784,0.4887,0.4896,0.2398,0,,,,
79,16/10/2018,Dallas Stars,New Jersey Devils,6,4,0,1,0,3,-,12808,2:33:00,0,1,0,2,0.0000,"1,513.26","1,428.84",0.0000,0.6192,-0.6192,0.3834,0,,,,
79,16/10/2018,New Jersey Devils,Dallas Stars,4,6,1,0,3,0,-,12808,2:33:00,1,0,2,0,1.0000,"1,428.84","1,513.26",1.0000,0.3808,0.6192,0.3834,0,,,,
80,16/10/2018,Colorado Avalanche,New York Rangers,6,6,0,1,2,3,SO,17251,2:43:00,0,1,1,2,0.0971,"1,488.89","1,438.36",0.0971,0.5722,-0.4751,0.2258,0,,,,
80,16/10/2018,New York Rangers,Colorado Avalanche,6,6,1,0,3,2,SO,17251,2:43:00,1,0,2,1,0.9029,"1,438.36","1,488.89",0.9029,0.4278,0.4751,0.2258,0,,,,
81,16/10/2018,Florida Panthers,Philadelphia Flyers,4,6,0,1,5,6,SO,19038,2:48:00,0,1,1,2,0.2684,"1,478.27","1,471.12",0.2684,0.5103,-0.2419,0.0585,0,,,,
81,16/10/2018,Philadelphia Flyers,Florida Panthers,6,4,1,0,6,5,SO,19038,2:48:00,1,0,2,1,0.7316,"1,471.12","1,478.27",0.7316,0.4897,0.2419,0.0585,0,,,,
82,16/10/2018,Vancouver Canucks,Pittsburgh Penguins,6,5,0,1,3,2,OT,18492,2:24:00,1,0,2,1,0.9029,"1,448.16","1,530.65",0.9029,0.3835,0.5194,0.2698,0,,,,
82,16/10/2018,Pittsburgh Penguins,Vancouver Canucks,5,6,1,0,2,3,OT,18492,2:24:00,0,1,1,2,0.0971,"1,530.65","1,448.16",0.0971,0.6165,-0.5194,0.2698,0,,,,
83,16/10/2018,Carolina Hurricanes,Tampa Bay Lightning,7,4,0,1,2,4,-,19092,2:37:00,0,1,0,2,0.0216,"1,535.26","1,659.32",0.0216,0.3287,-0.3071,0.0943,1,,,,
83,16/10/2018,Tampa Bay Lightning,Carolina Hurricanes,4,7,1,0,4,2,-,19092,2:37:00,1,0,2,0,0.9784,"1,659.32","1,535.26",0.9784,0.6713,0.3071,0.0943,1,,,,
84,16/10/2018,Buffalo Sabres,Vegas Golden Knights,6,7,0,1,1,4,-,18321,2:38:00,0,1,0,2,0.0005,"1,434.27","1,512.01",0.0005,0.3900,-0.3895,0.1517,1,,,,
84,16/10/2018,Vegas Golden Knights,Buffalo Sabres,7,6,1,0,4,1,-,18321,2:38:00,1,0,2,0,0.9995,"1,512.01","1,434.27",0.9995,0.6100,0.3895,0.1517,1,,,,
85,16/10/2018,Edmonton Oilers,Winnipeg Jets,4,6,0,1,5,4,OT,15321,2:29:00,1,0,2,1,0.7733,"1,451.41","1,535.38",0.7733,0.3814,0.3919,0.1536,0,,,,
85,16/10/2018,Winnipeg Jets,Edmonton Oilers,6,4,1,0,4,5,OT,15321,2:29:00,0,1,1,2,0.2267,"1,535.38","1,451.41",0.2267,0.6186,-0.3919,0.1536,0,,,,
86,17/10/2018,New York Islanders,Anaheim Ducks,5,7,0,1,1,4,-,16909,2:30:00,0,1,0,2,0.0005,"1,549.74","1,443.15",0.0005,0.6488,-0.6483,0.4203,0,,,,
86,17/10/2018,Anaheim Ducks,New York Islanders,7,5,1,0,4,1,-,16909,2:30:00,1,0,2,0,0.9995,"1,443.15","1,549.74",0.9995,0.3512,0.6483,0.4203,0,,,,
87,17/10/2018,Boston Bruins,Calgary Flames,6,6,0,1,2,5,-,17641,2:25:00,0,1,0,2,0.0064,"1,569.08","1,565.89",0.0064,0.5046,-0.4982,0.2482,0,,,,
87,17/10/2018,Calgary Flames,Boston Bruins,6,6,1,0,5,2,-,17641,2:25:00,1,0,2,0,0.9936,"1,565.89","1,569.08",0.9936,0.4954,0.4982,0.2482,0,,,,
88,17/10/2018,St. Louis Blues,Montreal Canadiens,6,6,0,1,2,3,-,20137,2:22:00,0,1,0,2,0.0971,"1,535.37","1,522.17",0.0971,0.5190,-0.4219,0.1780,0,,,,
88,17/10/2018,Montreal Canadiens,St. Louis Blues,6,6,1,0,3,2,-,20137,2:22:00,1,0,2,0,0.9029,"1,522.17","1,535.37",0.9029,0.4810,0.4219,0.1780,0,,,,
89,17/10/2018,New York Rangers,Washington Capitals,7,6,0,1,3,4,OT,18506,2:34:00,0,1,1,2,0.1705,"1,438.36","1,552.63",0.1705,0.3412,-0.1708,0.0292,1,,,,
89,17/10/2018,Washington Capitals,New York Rangers,6,7,1,0,4,3,OT,18506,2:34:00,1,0,2,1,0.8295,"1,552.63","1,438.36",0.8295,0.6588,0.1708,0.0292,1,,,,
90,18/10/2018,Philadelphia Flyers,Columbus Blue Jackets,7,6,0,1,3,6,-,13492,2:20:00,0,1,0,2,0.0216,"1,471.12","1,542.45",0.0216,0.3988,-0.3771,0.1422,1,,,,
90,18/10/2018,Columbus Blue Jackets,Philadelphia Flyers,6,7,1,0,6,3,-,13492,2:20:00,1,0,2,0,0.9784,"1,542.45","1,471.12",0.9784,0.6012,0.3771,0.1422,1,,,,
91,18/10/2018,Arizona Coyotes,Chicago Blackhawks,6,6,0,1,4,1,-,21210,2:31:00,1,0,2,0,0.9995,"1,474.89","1,461.05",0.9995,0.5199,0.4796,0.2300,1,,,,
91,18/10/2018,Chicago Blackhawks,Arizona Coyotes,6,6,1,0,1,4,-,21210,2:31:00,0,1,0,2,0.0005,"1,461.05","1,474.89",0.0005,0.4801,-0.4796,0.2300,1,,,,
92,18/10/2018,Boston Bruins,Edmonton Oilers,7,5,0,1,2,3,OT,18347,2:26:00,0,1,1,2,0.0971,"1,569.08","1,451.41",0.0971,0.6632,-0.5661,0.3204,0,,,,
92,18/10/2018,Edmonton Oilers,Boston Bruins,5,7,1,0,3,2,OT,18347,2:26:00,1,0,2,1,0.9029,"1,451.41","1,569.08",0.9029,0.3368,0.5661,0.3204,0,,,,
93,18/10/2018,New York Islanders,Los Angeles Kings,6,7,0,1,7,2,-,18230,2:34:00,1,0,2,0,0.9990,"1,549.74","1,420.59",0.9990,0.6778,0.3212,0.1032,1,,,,
93,18/10/2018,Los Angeles Kings,New York Islanders,7,6,1,0,2,7,-,18230,2:34:00,0,1,0,2,0.0010,"1,420.59","1,549.74",0.0010,0.3222,-0.3212,0.1032,1,,,,
94,18/10/2018,Colorado Avalanche,New Jersey Devils,7,5,0,1,5,3,-,13374,2:41:00,1,0,2,0,0.9432,"1,488.89","1,428.84",0.9432,0.5856,0.3576,0.1279,1,,,,
94,18/10/2018,New Jersey Devils,Colorado Avalanche,5,7,1,0,3,5,-,13374,2:41:00,0,1,0,2,0.0568,"1,428.84","1,488.89",0.0568,0.4144,-0.3576,0.1279,1,,,,
95,18/10/2018,Buffalo Sabres,San Jose Sharks,7,7,0,1,1,5,-,17389,2:33:00,0,1,0,2,0.0001,"1,434.27","1,534.08",0.0001,0.3602,-0.3600,0.1296,1,,,,
95,18/10/2018,San Jose Sharks,Buffalo Sabres,7,7,1,0,5,1,-,17389,2:33:00,1,0,2,0,0.9999,"1,534.08","1,434.27",0.9999,0.6398,0.3600,0.1296,1,,,,
96,18/10/2018,Detroit Red Wings,Tampa Bay Lightning,7,5,0,1,1,3,-,19092,2:43:00,0,1,0,2,0.0024,"1,433.41","1,659.32",0.0024,0.2141,-0.2117,0.0448,1,,,,
96,18/10/2018,Tampa Bay Lightning,Detroit Red Wings,5,7,1,0,3,1,-,19092,2:43:00,1,0,2,0,0.9976,"1,659.32","1,433.41",0.9976,0.7859,0.2117,0.0448,1,,,,
97,18/10/2018,Pittsburgh Penguins,Toronto Maple Leafs,6,8,0,1,3,0,-,19483,2:28:00,1,0,2,0,1.0000,"1,530.65","1,538.89",1.0000,0.4881,0.5119,0.2620,0,,,,
97,18/10/2018,Toronto Maple Leafs,Pittsburgh Penguins,8,6,1,0,0,3,-,19483,2:28:00,0,1,0,2,0.0000,"1,538.89","1,530.65",0.0000,0.5119,-0.5119,0.2620,0,,,,
98,18/10/2018,Vancouver Canucks,Winnipeg Jets,7,7,0,1,1,4,-,15321,2:32:00,0,1,0,2,0.0005,"1,448.16","1,535.38",0.0005,0.3770,-0.3766,0.1418,1,,,,
98,18/10/2018,Winnipeg Jets,Vancouver Canucks,7,7,1,0,4,1,-,15321,2:32:00,1,0,2,0,0.9995,"1,535.38","1,448.16",0.9995,0.6230,0.3766,0.1418,1,,,,
99,19/10/2018,Nashville Predators,Calgary Flames,7,7,0,1,5,3,-,18725,2:36:00,1,0,2,0,0.9432,"1,548.34","1,565.89",0.9432,0.4748,0.4684,0.2194,0,,,,
99,19/10/2018,Calgary Flames,Nashville Predators,7,7,1,0,3,5,-,18725,2:36:00,0,1,0,2,0.0568,"1,565.89","1,548.34",0.0568,0.5252,-0.4684,0.2194,0,,,,
100,19/10/2018,Minnesota Wild,Dallas Stars,7,7,0,1,3,1,-,18346,2:18:00,1,0,2,0,0.9976,"1,467.06","1,513.26",0.9976,0.4339,0.5637,0.3178,0,,,,
100,19/10/2018,Dallas Stars,Minnesota Wild,7,7,1,0,1,3,-,18346,2:18:00,0,1,0,2,0.0024,"1,513.26","1,467.06",0.0024,0.5661,-0.5637,0.3178,0,,,,
101,19/10/2018,Florida Panthers,Washington Capitals,5,7,0,1,6,5,SO,18506,2:56:00,1,0,2,1,0.7316,"1,478.27","1,552.63",0.7316,0.3946,0.3370,0.1136,0,,,,
101,19/10/2018,Washington Capitals,Florida Panthers,7,5,1,0,5,6,SO,18506,2:56:00,0,1,1,2,0.2684,"1,552.63","1,478.27",0.2684,0.6054,-0.3370,0.1136,0,,,,
102,20/10/2018,Colorado Avalanche,Carolina Hurricanes,8,8,0,1,3,1,-,11753,2:30:00,1,0,2,0,0.9976,"1,488.89","1,535.26",0.9976,0.4337,0.5640,0.3181,0,,,,
102,20/10/2018,Carolina Hurricanes,Colorado Avalanche,8,8,1,0,1,3,-,11753,2:30:00,0,1,0,2,0.0024,"1,535.26","1,488.89",0.0024,0.5663,-0.5640,0.3181,0,,,,
103,20/10/2018,Chicago Blackhawks,Columbus Blue Jackets,7,7,0,1,4,1,-,17005,2:29:00,1,0,2,0,0.9995,"1,461.05","1,542.45",0.9995,0.3850,0.6146,0.3777,0,,,,
103,20/10/2018,Columbus Blue Jackets,Chicago Blackhawks,7,7,1,0,1,4,-,17005,2:29:00,0,1,0,2,0.0005,"1,542.45","1,461.05",0.0005,0.6150,-0.6146,0.3777,0,,,,
104,20/10/2018,Nashville Predators,Edmonton Oilers,8,6,0,1,3,0,-,18347,2:29:00,1,0,2,0,1.0000,"1,548.34","1,451.41",1.0000,0.6360,0.3640,0.1325,1,,,,
104,20/10/2018,Edmonton Oilers,Nashville Predators,6,8,1,0,0,3,-,18347,2:29:00,0,1,0,2,0.0000,"1,451.41","1,548.34",0.0000,0.3640,-0.3640,0.1325,1,,,,
105,20/10/2018,Detroit Red Wings,Florida Panthers,8,6,0,1,4,3,OT,14534,2:44:00,1,0,2,1,0.8295,"1,433.41","1,478.27",0.8295,0.4358,0.3937,0.1550,0,,,,
105,20/10/2018,Florida Panthers,Detroit Red Wings,6,8,1,0,3,4,OT,14534,2:44:00,0,1,1,2,0.1705,"1,478.27","1,433.41",0.1705,0.5642,-0.3937,0.1550,0,,,,
106,20/10/2018,Buffalo Sabres,Los Angeles Kings,8,8,0,1,5,1,-,18230,2:38:00,1,0,2,0,0.9999,"1,434.27","1,420.59",0.9999,0.5197,0.4802,0.2306,1,,,,
106,20/10/2018,Los Angeles Kings,Buffalo Sabres,8,8,1,0,1,5,-,18230,2:38:00,0,1,0,2,0.0001,"1,420.59","1,434.27",0.0001,0.4803,-0.4802,0.2306,1,,,,
107,20/10/2018,Tampa Bay Lightning,Minnesota Wild,6,8,0,1,4,5,OT,19080,2:42:00,0,1,1,2,0.2267,"1,659.32","1,467.06",0.2267,0.7515,-0.5249,0.2755,0,,,,
107,20/10/2018,Minnesota Wild,Tampa Bay Lightning,8,6,1,0,5,4,OT,19080,2:42:00,1,0,2,1,0.7733,"1,467.06","1,659.32",0.7733,0.2485,0.5249,0.2755,0,,,,
108,20/10/2018,Montreal Canadiens,Ottawa Senators,7,7,0,1,3,4,OT,18442,2:37:00,0,1,1,2,0.1705,"1,522.17","1,416.01",0.1705,0.6482,-0.4777,0.2282,0,,,,
108,20/10/2018,Ottawa Senators,Montreal Canadiens,7,7,1,0,4,3,OT,18442,2:37:00,1,0,2,1,0.8295,"1,416.01","1,522.17",0.8295,0.3518,0.4777,0.2282,0,,,,
109,20/10/2018,New Jersey Devils,Philadelphia Flyers,6,8,0,1,2,5,-,19105,2:35:00,0,1,0,2,0.0064,"1,428.84","1,471.12",0.0064,0.4394,-0.4330,0.1875,1,,,,
109,20/10/2018,Philadelphia Flyers,New Jersey Devils,8,6,1,0,5,2,-,19105,2:35:00,1,0,2,0,0.9936,"1,471.12","1,428.84",0.9936,0.5606,0.4330,0.1875,1,,,,
110,20/10/2018,New York Islanders,San Jose Sharks,7,8,0,1,1,4,-,17414,2:31:00,0,1,0,2,0.0005,"1,549.74","1,534.08",0.0005,0.5225,-0.5220,0.2725,0,,,,
110,20/10/2018,San Jose Sharks,New York Islanders,8,7,1,0,4,1,-,17414,2:31:00,1,0,2,0,0.9995,"1,534.08","1,549.74",0.9995,0.4775,0.5220,0.2725,0,,,,
111,20/10/2018,St. Louis Blues,Toronto Maple Leafs,7,9,0,1,4,1,-,19268,2:31:00,1,0,2,0,0.9995,"1,535.37","1,538.89",0.9995,0.4949,0.5046,0.2546,0,,,,
111,20/10/2018,Toronto Maple Leafs,St. Louis Blues,9,7,1,0,1,4,-,19268,2:31:00,0,1,0,2,0.0005,"1,538.89","1,535.37",0.0005,0.5051,-0.5046,0.2546,0,,,,
112,20/10/2018,Boston Bruins,Vancouver Canucks,8,8,0,1,1,2,OT,17871,2:30:00,0,1,1,2,0.0216,"1,569.08","1,448.16",0.0216,0.6673,-0.6457,0.4169,0,,,,
112,20/10/2018,Vancouver Canucks,Boston Bruins,8,8,1,0,2,1,OT,17871,2:30:00,1,0,2,1,0.9784,"1,448.16","1,569.08",0.9784,0.3327,0.6457,0.4169,0,,,,
113,20/10/2018,Anaheim Ducks,Vegas Golden Knights,8,8,0,1,1,3,-,18375,2:33:00,0,1,0,2,0.0024,"1,443.15","1,512.01",0.0024,0.4022,-0.3998,0.1599,1,,,,
113,20/10/2018,Vegas Golden Knights,Anaheim Ducks,8,8,1,0,3,1,-,18375,2:33:00,1,0,2,0,0.9976,"1,512.01","1,443.15",0.9976,0.5978,0.3998,0.1599,1,,,,
114,20/10/2018,Arizona Coyotes,Winnipeg Jets,7,8,0,1,3,5,-,15321,2:33:00,0,1,0,2,0.0568,"1,474.89","1,535.38",0.0568,0.4138,-0.3570,0.1275,1,,,,
114,20/10/2018,Winnipeg Jets,Arizona Coyotes,8,7,1,0,5,3,-,15321,2:33:00,1,0,2,0,0.9432,"1,535.38","1,474.89",0.9432,0.5862,0.3570,0.1275,1,,,,
115,21/10/2018,Buffalo Sabres,Anaheim Ducks,9,9,0,1,4,2,-,17174,2:24:00,1,0,2,0,0.9784,"1,434.27","1,443.15",0.9784,0.4872,0.4912,0.2412,0,,,,
115,21/10/2018,Anaheim Ducks,Buffalo Sabres,9,9,1,0,2,4,-,17174,2:24:00,0,1,0,2,0.0216,"1,443.15","1,434.27",0.0216,0.5128,-0.4912,0.2412,0,,,,
116,21/10/2018,Tampa Bay Lightning,Chicago Blackhawks,7,8,0,1,6,3,-,21012,2:29:00,1,0,2,0,0.9784,"1,659.32","1,461.05",0.9784,0.7579,0.2205,0.0486,1,,,,
116,21/10/2018,Chicago Blackhawks,Tampa Bay Lightning,8,7,1,0,3,6,-,21012,2:29:00,0,1,0,2,0.0216,"1,461.05","1,659.32",0.0216,0.2421,-0.2205,0.0486,1,,,,
117,21/10/2018,Calgary Flames,New York Rangers,8,8,0,1,4,1,-,17404,2:29:00,1,0,2,0,0.9995,"1,565.89","1,438.36",0.9995,0.6757,0.3238,0.1048,1,,,,
117,21/10/2018,New York Rangers,Calgary Flames,8,8,1,0,1,4,-,17404,2:29:00,0,1,0,2,0.0005,"1,438.36","1,565.89",0.0005,0.3243,-0.3238,0.1048,1,,,,
118,22/10/2018,Carolina Hurricanes,Detroit Red Wings,9,9,0,1,3,1,-,19515,2:28:00,1,0,2,0,0.9976,"1,535.26","1,433.41",0.9976,0.6425,0.3551,0.1261,1,,,,
118,22/10/2018,Detroit Red Wings,Carolina Hurricanes,9,9,1,0,1,3,-,19515,2:28:00,0,1,0,2,0.0024,"1,433.41","1,535.26",0.0024,0.3575,-0.3551,0.1261,1,,,,
119,22/10/2018,Colorado Avalanche,Philadelphia Flyers,9,9,0,1,4,1,-,19326,2:30:00,1,0,2,0,0.9995,"1,488.89","1,471.12",0.9995,0.5256,0.4740,0.2246,1,,,,
119,22/10/2018,Philadelphia Flyers,Colorado Avalanche,9,9,1,0,1,4,-,19326,2:30:00,0,1,0,2,0.0005,"1,471.12","1,488.89",0.0005,0.4744,-0.4740,0.2246,1,,,,
120,22/10/2018,Washington Capitals,Vancouver Canucks,8,9,0,1,5,2,-,17227,2:25:00,1,0,2,0,0.9936,"1,552.63","1,448.16",0.9936,0.6460,0.3476,0.1208,1,,,,
120,22/10/2018,Vancouver Canucks,Washington Capitals,9,8,1,0,2,5,-,17227,2:25:00,0,1,0,2,0.0064,"1,448.16","1,552.63",0.0064,0.3540,-0.3476,0.1208,1,,,,
121,22/10/2018,St. Louis Blues,Winnipeg Jets,8,9,0,1,4,5,OT,15321,2:37:00,0,1,1,2,0.2267,"1,535.37","1,535.38",0.2267,0.5000,-0.2733,0.0747,1,,,,
121,22/10/2018,Winnipeg Jets,St. Louis Blues,9,8,1,0,5,4,OT,15321,2:37:00,1,0,2,1,0.7733,"1,535.38","1,535.37",0.7733,0.5000,0.2733,0.0747,1,,,,
122,23/10/2018,Arizona Coyotes,Columbus Blue Jackets,8,8,0,1,4,1,-,11458,2:28:00,1,0,2,0,0.9995,"1,474.89","1,542.45",0.9995,0.4040,0.5955,0.3546,0,,,,
122,23/10/2018,Columbus Blue Jackets,Arizona Coyotes,8,8,1,0,1,4,-,11458,2:28:00,0,1,0,2,0.0005,"1,542.45","1,474.89",0.0005,0.5960,-0.5955,0.3546,0,,,,
123,23/10/2018,Anaheim Ducks,Chicago Blackhawks,10,9,0,1,1,3,-,20900,2:31:00,0,1,0,2,0.0024,"1,443.15","1,461.05",0.0024,0.4743,-0.4719,0.2227,1,,,,
123,23/10/2018,Chicago Blackhawks,Anaheim Ducks,9,10,1,0,3,1,-,20900,2:31:00,1,0,2,0,0.9976,"1,461.05","1,443.15",0.9976,0.5257,0.4719,0.2227,1,,,,
124,23/10/2018,Los Angeles Kings,Dallas Stars,9,8,0,1,2,4,-,17354,2:39:00,0,1,0,2,0.0216,"1,420.59","1,513.26",0.0216,0.3697,-0.3481,0.1212,1,,,,
124,23/10/2018,Dallas Stars,Los Angeles Kings,8,9,1,0,4,2,-,17354,2:39:00,1,0,2,0,0.9784,"1,513.26","1,420.59",0.9784,0.6303,0.3481,0.1212,1,,,,
125,23/10/2018,Pittsburgh Penguins,Edmonton Oilers,7,7,0,1,6,5,OT,18347,2:42:00,1,0,2,1,0.7316,"1,530.65","1,451.41",0.7316,0.6121,0.1195,0.0143,1,,,,
125,23/10/2018,Edmonton Oilers,Pittsburgh Penguins,7,7,1,0,5,6,OT,18347,2:42:00,0,1,1,2,0.2684,"1,451.41","1,530.65",0.2684,0.3879,-0.1195,0.0143,1,,,,
126,23/10/2018,Calgary Flames,Montreal Canadiens,9,8,0,1,2,3,-,21028,2:30:00,0,1,0,2,0.0971,"1,565.89","1,522.17",0.0971,0.5626,-0.4655,0.2167,0,,,,
126,23/10/2018,Montreal Canadiens,Calgary Flames,8,9,1,0,3,2,-,21028,2:30:00,1,0,2,0,0.9029,"1,522.17","1,565.89",0.9029,0.4374,0.4655,0.2167,0,,,,
127,23/10/2018,San Jose Sharks,Nashville Predators,9,9,0,1,5,4,-,17159,2:41:00,1,0,2,0,0.7733,"1,534.08","1,548.34",0.7733,0.4795,0.2939,0.0864,0,,,,
127,23/10/2018,Nashville Predators,San Jose Sharks,9,9,1,0,4,5,-,17159,2:41:00,0,1,0,2,0.2267,"1,548.34","1,534.08",0.2267,0.5205,-0.2939,0.0864,0,,,,
128,23/10/2018,Florida Panthers,New York Rangers,7,9,0,1,2,5,-,17016,2:33:00,0,1,0,2,0.0064,"1,478.27","1,438.36",0.0064,0.5572,-0.5508,0.3033,0,,,,
128,23/10/2018,New York Rangers,Florida Panthers,9,7,1,0,5,2,-,17016,2:33:00,1,0,2,0,0.9936,"1,438.36","1,478.27",0.9936,0.4428,0.5508,0.3033,0,,,,
129,23/10/2018,Boston Bruins,Ottawa Senators,9,8,0,1,4,1,-,15265,2:31:00,1,0,2,0,0.9995,"1,569.08","1,416.01",0.9995,0.7071,0.2924,0.0855,1,,,,
129,23/10/2018,Ottawa Senators,Boston Bruins,8,9,1,0,1,4,-,15265,2:31:00,0,1,0,2,0.0005,"1,416.01","1,569.08",0.0005,0.2929,-0.2924,0.0855,1,,,,
130,24/10/2018,Tampa Bay Lightning,Colorado Avalanche,8,10,0,1,1,0,-,16753,2:23:00,1,0,2,0,1.0000,"1,659.32","1,488.89",1.0000,0.7273,0.2727,0.0744,1,,,,
